Vehicle No,Vehicle Name  ,Company  ,Latitude,Longitude,Gps,Branch,Vehicletype,Gpsactualtime,Datetime,Status,Devicemodel,Speed,Imeino,Odometer,Poi,Immobilize State  ,Ign,Driver First Name,Angle,Sos,Externalvolt,Driver Last Name,Power,Location
5755120532361,--,RTSVVMC,19.47185,72.82019,ON,RTSVVMC,CamperVan,21-10-2024 07:19:53,21-10-2024 07:19:53,RUNNING,FMB920,0,352016706590619,14159234,--,--,ON,--,355,--,27.01,--,ON,"205, Chandansar Rd, Sai Nath Nagar, Virar East, Virar, Maharashtra (NE)"
MH48AY245 Z17,--,SWM,19.38869,72.805455,ON,H,Compactor,21-10-2024 07:20:01,21-10-2024 07:20:02,IDLE,FMB920,0,352016706590460,7273812,--,--,ON,--,4,--,27.44,--,ON,"Shree Tulja Bhavani Temple, Vasai-Nalasopra Salt Plant, Vasai West, Tarkhad, Maharashtra (SE)"
MH48J753 Z17,--,SWM,19.3849866,72.8369099,ON,I,Compactor,21-10-2024 07:20:01,21-10-2024 07:20:01,STOP,FMB920,13,352016706590395,4678364,--,--,OFF,--,225,--,13.22,--,ON,"Bank of Baroda, Gauri App, Ambika Comm Complex,Navghar Road, Vasai East, Sinnerphata, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH04BU9930,--,RTSVVMC,19.4198533,72.8100216,ON,RTSVVMC,CamperVan,21-10-2024 07:20:01,21-10-2024 07:20:02,RUNNING,FMB920,9,352016706590379,1269984,1.07 km from Kolkata Hotel,--,ON,--,262,--,27.61,--,ON,"8, Station Rd, Lakshmiben Chedda Nagar, Nalasopara West, Nala Sopara, Maharashtra (NW)"
MH48CB0218,--,SWM,19.4726249,72.8118733,ON,A,Forklift,21-10-2024 07:19:59,21-10-2024 07:20:00,RUNNING,FMB920,8,352016706554037,7569913,--,--,ON,--,137,--,14.59,--,ON,"Naringi Bypass Rd, Naringi, Virar East, Virar, Maharashtra (NE)"
MH04CU3366 Z15,--,SWM,19.407145,72.8733733,ON,G,Crane,21-10-2024 07:20:02,21-10-2024 07:20:02,STOP,FMB920,7,352016706590585,4692967,--,--,OFF,--,33,--,12.69,--,ON,"Sankat Mochan Hanuman Mandir, Sativali Rd, Rathod Nagar, Golani Naka, Waliv, Nala Sopara, Maharashtra (NE)"
Mh04CG6399 Z18,--,SWM,19.3415633,72.8082983,ON,I,Crane,21-10-2024 07:19:59,21-10-2024 07:20:00,RUNNING,FMB920,4,352016706590445,10449320,--,--,ON,--,283,--,13.97,--,ON,"GG College Grounds, St Gonsalo Garcia College, Ali Villa, Vasai West, Vasai-Virar, Maharashtra (SW)"
5755120532380,--,RTSVVMC,19.4508799,72.8060466,ON,RTSVVMC,CamperVan,21-10-2024 07:20:01,21-10-2024 07:20:01,RUNNING,FMB920,20,352016706554110,8949149,"1.14 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,ON,--,235,--,14.13,--,ON,"New India Co-operative Bank Ltd., Bayabai Shopping Centre, Agashi Road, Bhaji Gali, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NW)"
MH04B1418 Z13,--,RTSVVMC,19.4248583,72.8344183,ON,F,Forklift,21-10-2024 07:19:55,21-10-2024 07:19:56,RUNNING,FMB920,22,352016706590478,5032940,1.34 km from Rahmat Nagar,--,ON,--,266,--,14.18,--,ON,"Pelhar Rd, Azad Nagar, Manevale pada, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48AY240 Z8,--,SWM,19.4048466,72.8262699,ON,A,Compactor,21-10-2024 07:19:58,21-10-2024 07:19:59,IDLE,FMB920,0,352016706553864,5924001,--,--,ON,--,67,--,27.63,--,ON,"Vrindavan Gardens, Vrindavan Gardens, Yashwant Viva Township,, New Nallasopara Vasai Link Road, Near D-Mart, Vasai (E), Yashvant Viva Twp, Nalasopara East, thane, Maharashtra (SE)"
MH48Y238,--,SWM,19.4119533,72.8234366,ON,D,Compactor,21-10-2024 07:19:54,21-10-2024 07:19:55,IDLE,FMB920,0,352016706611639,5038438,1.98 km from Rehan Medical,--,ON,--,308,--,27.27,--,ON,"menuka chinese, ujala apt shop no 2, Alkapuri Station Rd, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48CB0115,--,SWM,19.4238866,72.8197366,ON,E,Forklift,21-10-2024 07:19:59,21-10-2024 07:19:59,RUNNING,FMB920,6,352016706610169,152331,0.86 km from Raj palace masjid,--,ON,--,16,--,14.28,--,ON,"Central Park, Nilemore, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH48B0118,--,SWM,19.4303116,72.8488649,ON,F,Crane,21-10-2024 07:19:55,21-10-2024 07:19:56,RUNNING,FMB920,8,352016708219670,5767143,--,--,ON,--,2,--,14.22,--,ON,"Sai Ram Mandir, Hawai Pada, Nalasopara East, Bilalpada, Maharashtra (SE)"
MH48C0080,--,SWM,19.4544266,72.8108733,ON,A,Forklift,21-10-2024 07:19:36,21-10-2024 07:19:36,STOP,FMB920,0,352016706554029,4910884,--,--,OFF,--,59,--,13.03,--,ON,"Ankur General stores, Virar West Skywalk, Gaothan, Virar West, Virar, Maharashtra (SW)"
MH48AY0235,--,RTSVVMC,19.4658233,72.802995,ON,RTSVVMC,CamperVan,21-10-2024 07:19:56,21-10-2024 07:19:57,IDLE,FMB920,0,352016706671567,18343330,--,--,ON,--,307,--,27.57,--,ON,"Podar Jumbo Kids -virar west, Y.k.nagar nx, by-pass road ,behind big bazzar, Y K Nagar, Virar West, Virar, Maharashtra (NW)"
MH48C0050,--,RTSVVMC,19.4399933,72.8215183,ON,RTSVVMC,Compactor,21-10-2024 07:20:02,21-10-2024 07:20:02,RUNNING,FMB920,12,352016706610565,6170528,0.81 km from Police chouki pragati Nagar,--,ON,--,184,--,24.32,--,ON,"Jagannath Hospital, Nallasopara Road Sai Plaza, opp. yash vidya niketan school, Manvelpada Road, Ekvira Darshan, Virar East, Virar, Maharashtra (NW)"
MH04CB0116,--,SWM,19.4396549,72.87717,ON,F,Forklift,21-10-2024 07:19:57,21-10-2024 07:19:58,IDLE,FMB920,0,352016709171151,7873715,--,--,ON,--,202,--,14.2,--,ON,"1, Wakanpada, Nalasopara East, Dhaniv, Maharashtra (SE)"
MH48J0760,--,SWM,19.404255,72.860105,ON,A,Crane,21-10-2024 07:19:52,21-10-2024 07:19:52,STOP,FMB920,8,352016706670924,4484513,--,--,OFF,--,187,--,13.15,--,ON,"Nidhi Industrial Complex, Sativali Rd, 16, Sativali Rd, Phase 2, Golani Naka, Vasai East, sativli, Maharashtra (SW)"
MH48C0054,--,SWM,19.4302699,72.8488433,ON,F,Compactor,21-10-2024 07:19:56,21-10-2024 07:19:56,IDLE,FMB920,0,352016706301926,3983350,--,--,ON,--,62,--,24.89,--,ON,"Sai Ram Mandir, Hawai Pada, Nalasopara East, Bilalpada, Maharashtra (SE)"
mh48cb0119 Z18,--,SWM,19.3416116,72.8036016,ON,I,Compactor,21-10-2024 07:19:54,21-10-2024 07:19:54,RUNNING,FMB920,6,352016708222237,11015932,--,--,ON,--,31,--,14.25,--,ON,"Dodke And sons, bhaji market, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48C0287,--,SWM,19.4629416,72.7765466,ON,A,Crane,21-10-2024 07:19:13,21-10-2024 07:19:14,IDLE,FMB920,0,352016707298055,7280453,--,--,ON,--,270,--,14.18,--,ON,"Vasai Vikas Sah. Bank Ltd. (Aagashi Branch), Agashi Rd, Agashi, Virar West, Virar, Maharashtra (SE)"
5755120532307,--,RTSVVMC,19.40868,72.823765,ON,RTSVVMC,CamperVan,21-10-2024 07:19:57,21-10-2024 07:19:58,IDLE,FMB920,0,352016708224043,5499073,2.32 km from Sai Children School,--,ON,--,81,--,27.76,--,ON,"Sai Baba Mandir, Achole Rd, Shiv Chaya Chawl, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48G1510 Z5,--,SWM,19.4570433,72.825645,ON,D,Crane,21-10-2024 07:19:58,21-10-2024 07:19:59,STOP,FMB920,0,352016706464906,2819610,--,--,OFF,--,6,--,12.94,--,ON,"MANSI Snack centre, Narayan Nagar, Virar East, Virar, Maharashtra (NE)"
MH48BM9474,--,MEDICAL DEPT,19.42579,72.8235883,ON,B,CamperVan,21-10-2024 07:18:04,21-10-2024 07:18:05,STOP,FMB920,0,352592572818474,4881256,--,--,OFF,--,113,--,13.19,--,ON,"Vasai Virar City Mahanagar Maternity Center, Taki Rd, Sarvodaya Nagar, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48CB0228,--,SWM,19.40584,72.8599866,ON,F,Truck,21-10-2024 07:19:02,21-10-2024 07:19:03,IDLE,FMB920,0,352016707281028,8533837,--,--,ON,--,150,--,13.86,--,ON,"Agarwal Estate, Golani Naka, Vasai East, Waliv, Maharashtra (SW)"
MH48AY8101,--,FIRE DEPT,19.4056466,72.8276916,ON,D,Corner Fire,21-10-2024 07:18:55,21-10-2024 07:18:56,STOP,FMB920,0,352016707607990,1170890,--,--,OFF,--,0,--,12.79,--,ON,"VVMC Fire Brigade, Agrawal Nagri, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48CQ3363,--,FIRE DEPT,19.38487,72.8367999,ON,H,CamperVan,21-10-2024 07:18:56,21-10-2024 07:18:56,STOP,FMB920,0,352016707284287,3749733,--,--,OFF,--,259,--,12.75,--,ON,"Bank of Baroda, Gauri App, Ambika Comm Complex,Navghar Road, Vasai East, Sinnerphata, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH48CB0230 Z18,--,SWM,19.3380916,72.8038616,ON,A,Truck,21-10-2024 07:18:54,21-10-2024 07:18:55,RUNNING,FMB920,0,352016706593290,5441354,--,--,ON,--,104,--,14.55,--,ON,"Ghousiya Masjid, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48CB1389,--,SWM,19.4613866,72.821585,ON,C,CamperVan,21-10-2024 07:19:02,21-10-2024 07:19:03,RUNNING,FMB920,17,352016706569324,3446627,--,--,ON,--,69,--,13.88,--,ON,"Jeevdani Mata Mandir, Virar East, Virar, Maharashtra (SE)"
MH48C0277,--,SWM,19.3431949,72.8035599,ON,I,Crane,21-10-2024 07:18:58,21-10-2024 07:18:59,STOP,FMB920,0,352016707608105,5621978,--,--,OFF,--,99,--,13.2,--,ON,"Axis Bank, Ground Floor, Janaki Talkies Compound, Parnaka, Padrikhan Wadi, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48C0282,--,SWM,19.4596616,72.814155,ON,C,Crane,21-10-2024 07:18:59,21-10-2024 07:19:00,RUNNING,FMB920,12,352016706663440,5068202,--,--,ON,--,95,--,14.24,--,ON,"Shanghai Chinese, Tai Apartment, Shop Number 1 Shree, Jivdani Rd, Gawad Wadi, Virar East, Virar, Maharashtra (NE)"
MH04FP2135,--,RTSVVMC,19.45222,72.8079116,ON,RTSVVMC,CamperVan,21-10-2024 07:18:58,21-10-2024 07:18:59,RUNNING,FMB920,0,352016706609377,7073486,"1.37 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,ON,--,270,--,27.98,--,ON,"Bharat Petroleum, Vartak Rd, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NE)"
MH48AY237 Z8,--,SWM,19.4030916,72.829065,ON,D,Compactor,21-10-2024 07:18:56,21-10-2024 07:18:57,IDLE,FMB920,0,352016706590577,5566253,--,--,ON,--,171,--,24.61,--,ON,"Nooriya Rizviya Masjid, Pragati Nagar, Vasant Nagari, Nalasopara East, Vasai-Virar, Maharashtra (SE)"
MH48C0079,--,SWM,19.4648866,72.8148633,ON,A,Crane,21-10-2024 07:18:59,21-10-2024 07:19:00,RUNNING,FMB920,18,352016706551280,5122121,--,--,ON,--,22,--,13.87,--,ON,"New Balaji Hospital, Makwana Complex, Veer Savarkar Marg, Near Ganpati Temple, Virar East, Virar, Maharashtra (NE)"
MH49C0292,--,SWM,19.4697266,72.8417633,ON,C,Forklift,21-10-2024 07:18:26,21-10-2024 07:18:27,STOP,FMB920,0,352016706551041,1247895,--,--,OFF,--,111,--,13,--,ON,"Deputy Regional Transport Office, Virar, Mu Po, Chandansar Rd, Bhatpada, Chandansar, Virar, Maharashtra (SE)"
MH48J0196,--,SWM,19.4251249,72.8093133,ON,E,Compactor,21-10-2024 07:19:01,21-10-2024 07:19:02,IDLE,FMB920,0,352016706590833,3710490,1.23 km from Raj palace masjid,--,ON,--,269,--,13.9,--,ON,"Tree House Play Group, Shop Nos 21,22,23, Rajhans Complex, 2nd Road, Sriprastha, Nallasopara (W), Sriprastha, Nalasopara West, Mumbai - Thane, Maharashtra (NE)"
MH04FJ6600,--,SWM,19.4518516,72.8072016,ON,A,Crane,21-10-2024 07:18:20,21-10-2024 07:18:21,IDLE,FMB920,0,352016706570363,8829070,2.57 km from Raj palace masjid,--,ON,--,332,--,26.57,--,ON,"Ruchi Veg Restaurant, Shripal Shipping Center, Agashi Rd, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NE)"
MH28D3300 Z12,--,SWM,19.4022916,72.8593983,ON,F,Forklift,21-10-2024 07:18:53,21-10-2024 07:18:53,IDLE,FMB920,0,352016706590817,5613623,--,--,ON,--,235,--,13.38,--,ON,"KGN Rukaya Shop, Golani Naka, Vasai East, Rajavali, Maharashtra (SE)"
MH48J0206,--,SWM,19.41831,72.8208449,ON,D,Compactor,21-10-2024 07:18:16,21-10-2024 07:18:17,STOP,FMB920,0,352016706543303,607054,1.41 km from Rehan Medical,--,OFF,--,37,--,13.19,--,ON,"Fresh Hot Chips, Shop Saidham Tower, Achole, Rd No. 4, Moregaon Talao, Nalasopara East, Thane, Maharashtra (SW)"
MH48J0754,--,SWM,19.43347,72.818255,ON,B,Compactor,21-10-2024 07:18:54,21-10-2024 07:18:54,RUNNING,FMB920,19,352016706609930,7225936,0.22 km from Raj palace masjid,--,ON,--,354,--,13.8,--,ON,"1, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48J0749,--,SWM,19.4225533,72.82055,ON,B,Forklift,21-10-2024 07:18:54,21-10-2024 07:18:55,IDLE,FMB920,0,352016706610110,6994214,1.02 km from Raj palace masjid,--,ON,--,273,--,14.89,--,ON,"Noor Masjid Juma 2.30, Nilemore, Morya Nagar, Nala Sopara, Maharashtra (NE)"
MH48AY372 Z15,--,SWM,19.404285,72.8785683,ON,G,Compactor,21-10-2024 07:19:01,21-10-2024 07:19:02,IDLE,FMB920,0,352016706609963,3962332,--,--,ON,--,139,--,26.35,--,ON,"8, Sativali Rd, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (NW)"
MH48G0599,--,SWM,19.4666733,72.8157116,ON,C,Forklift,21-10-2024 07:18:53,21-10-2024 07:18:54,RUNNING,FMB920,13,352016706554102,5166664,--,--,ON,--,31,--,13.99,--,ON,"Ganesh Mandir, Virar East, Virar, Maharashtra (SW)"
5755120532361,--,RTSVVMC,19.4718616,72.8202066,ON,RTSVVMC,CamperVan,21-10-2024 07:18:57,21-10-2024 07:18:58,RUNNING,FMB920,3,352016706590619,14159231,--,--,ON,--,199,--,27.1,--,ON,"205, Chandansar Rd, Sai Nath Nagar, Virar East, Virar, Maharashtra (NE)"
MH48AY245 Z17,--,SWM,19.38869,72.805455,ON,H,Compactor,21-10-2024 07:19:02,21-10-2024 07:19:02,IDLE,FMB920,0,352016706590460,7273812,--,--,ON,--,4,--,27.47,--,ON,"Shree Tulja Bhavani Temple, Vasai-Nalasopra Salt Plant, Vasai West, Tarkhad, Maharashtra (SE)"
MH48J495 Z3,--,SWM,19.4028983,72.7793083,ON,B,Compactor,21-10-2024 07:18:10,21-10-2024 07:18:11,STOP,FMB920,0,352016706543295,7591564,--,--,OFF,--,219,--,13.17,--,ON,"Hotel Nityanand(Anna Hotel), Wagholi - Nirmal Road, Nirmal Rd, Nirmal, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH48J753 Z17,--,SWM,19.3848433,72.8373966,ON,I,Compactor,21-10-2024 07:18:55,21-10-2024 07:18:56,STOP,FMB920,0,352016706590395,4678293,--,--,OFF,--,50,--,12.05,--,ON,"Bank of Baroda, Gauri App, Ambika Comm Complex,Navghar Road, Vasai East, Sinnerphata, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH04BU9930,--,RTSVVMC,19.4200633,72.8132716,ON,RTSVVMC,CamperVan,21-10-2024 07:19:02,21-10-2024 07:19:03,RUNNING,FMB920,20,352016706590379,1269641,1.08 km from Kolkata Hotel,--,ON,--,259,--,27.58,--,ON,"Tania Horizon Mall,, Shivaji Nagar, Sriprastha, Nalasopara West, Nala Sopara, Maharashtra (SW)"
MH48CB0218,--,SWM,19.4740283,72.8106533,ON,A,Forklift,21-10-2024 07:18:58,21-10-2024 07:18:59,RUNNING,FMB920,15,352016706554037,7569710,--,--,ON,--,126,--,14.22,--,ON,"Naringi Bypass Rd, Dongarpada, Naringi, Virar East, Virar, Maharashtra (SE)"
MH04CU3366 Z15,--,SWM,19.40724,72.8734083,ON,G,Crane,21-10-2024 07:19:02,21-10-2024 07:19:02,STOP,FMB920,7,352016706590585,4692943,--,--,OFF,--,339,--,12.57,--,ON,"Simatech Automation, Gala No. 3 Saraswati Bldg. Tungareshwar Industrial Complex, Sativali, Vasai (East), Rathod Nagar, Golani Naka, Vasai East, Thane, Maharashtra (NW)"
5755120532380,--,RTSVVMC,19.4520083,72.8074883,ON,RTSVVMC,CamperVan,21-10-2024 07:19:02,21-10-2024 07:19:03,RUNNING,FMB920,4,352016706554110,8948949,"1.32 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,ON,--,233,--,14.21,--,ON,"Shah Multi Speciality Hospital, 1st floor sudha kalash shreepal complex nr petrol pump opp. ambe mandir w, Kamanwala Nagar, Sheetal Nagar, Virar West, Virar, Maharashtra (SW)"
MH04B1418 Z13,--,RTSVVMC,19.4253566,72.836225,ON,F,Forklift,21-10-2024 07:19:01,21-10-2024 07:19:02,RUNNING,FMB920,7,352016706590478,5032718,1.5 km from Rahmat Nagar,--,ON,--,244,--,14.15,--,ON,"401205, Valai Pada, Mahan, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48AY240 Z8,--,SWM,19.4048466,72.8262699,ON,A,Compactor,21-10-2024 07:18:58,21-10-2024 07:18:58,IDLE,FMB920,0,352016706553864,5924001,--,--,ON,--,67,--,27.62,--,ON,"Vrindavan Gardens, Vrindavan Gardens, Yashwant Viva Township,, New Nallasopara Vasai Link Road, Near D-Mart, Vasai (E), Yashvant Viva Twp, Nalasopara East, thane, Maharashtra (SE)"
MH48Y238,--,SWM,19.4119533,72.8234366,ON,D,Compactor,21-10-2024 07:18:57,21-10-2024 07:18:58,IDLE,FMB920,0,352016706611639,5038438,1.98 km from Rehan Medical,--,ON,--,308,--,27.26,--,ON,"menuka chinese, ujala apt shop no 2, Alkapuri Station Rd, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48CB0115,--,SWM,19.4231199,72.8199116,ON,E,Forklift,21-10-2024 07:18:55,21-10-2024 07:18:56,RUNNING,FMB920,14,352016706610169,152241,0.95 km from Raj palace masjid,--,ON,--,346,--,14.19,--,ON,"Swami Narayan Mandir, Central Park Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48B0118,--,SWM,19.42999,72.8488449,ON,F,Crane,21-10-2024 07:18:15,21-10-2024 07:18:16,IDLE,FMB920,0,352016708219670,5767099,--,--,ON,--,287,--,14.18,--,ON,"Sai Ram Mandir, Hawai Pada, Nalasopara East, Bilalpada, Maharashtra (SE)"
MH48C0080,--,SWM,19.4544216,72.81076,ON,A,Forklift,21-10-2024 07:18:54,21-10-2024 07:18:55,STOP,FMB920,0,352016706554029,4910884,--,--,OFF,--,71,--,13.13,--,ON,"Ankur General stores, Virar West Skywalk, Gaothan, Virar West, Virar, Maharashtra (SW)"
MH48AY0235,--,RTSVVMC,19.4650233,72.80385,ON,RTSVVMC,CamperVan,21-10-2024 07:19:00,21-10-2024 07:19:01,IDLE,FMB920,0,352016706671567,18343192,--,--,ON,--,327,--,27.58,--,ON,"Podar Jumbo Kids -virar west, Y.k.nagar nx, by-pass road ,behind big bazzar, Y K Nagar, Virar West, Virar, Maharashtra (NW)"
MH48C0050,--,RTSVVMC,19.4402916,72.8215333,ON,RTSVVMC,Compactor,21-10-2024 07:18:55,21-10-2024 07:18:55,IDLE,FMB920,0,352016706610565,6170490,0.84 km from Police chouki pragati Nagar,--,ON,--,216,--,24.82,--,ON,"Jagannath Multi speacility hospital, sai plaza bldg. 1st floor, manvel pada, nalasopara virar road ,virar east, Ekvira Darshan, Virar East, mumbai, Maharashtra (SW)"
MH04CB0116,--,SWM,19.4396549,72.87717,ON,F,Forklift,21-10-2024 07:18:57,21-10-2024 07:18:58,IDLE,FMB920,0,352016709171151,7873715,--,--,ON,--,202,--,14.19,--,ON,"1, Wakanpada, Nalasopara East, Dhaniv, Maharashtra (SE)"
MH48J0760,--,SWM,19.4058333,72.8595483,ON,A,Crane,21-10-2024 07:19:00,21-10-2024 07:19:01,STOP,FMB920,6,352016706670924,4484321,--,--,OFF,--,126,--,11.95,--,ON,"Hotel Visava, Agarwal Industrial Estate Bldg, Sativali Rd, Vasant, Vasai East, Mumbai, Maharashtra (NW)"
MH48C0054,--,SWM,19.4302699,72.8488433,ON,F,Compactor,21-10-2024 07:18:55,21-10-2024 07:18:56,RUNNING,FMB920,0,352016706301926,3983350,--,--,ON,--,62,--,24.88,--,ON,"Sai Ram Mandir, Hawai Pada, Nalasopara East, Bilalpada, Maharashtra (SE)"
mh48cb0119 Z18,--,SWM,19.341625,72.8037766,ON,I,Compactor,21-10-2024 07:18:58,21-10-2024 07:18:59,RUNNING,FMB920,0,352016708222237,11015896,--,--,ON,--,148,--,14.26,--,ON,"Dodke And sons, bhaji market, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48C0287,--,SWM,19.4629416,72.7765466,ON,A,Crane,21-10-2024 07:18:58,21-10-2024 07:18:59,IDLE,FMB920,0,352016707298055,7280453,--,--,ON,--,270,--,14.24,--,ON,"Vasai Vikas Sah. Bank Ltd. (Aagashi Branch), Agashi Rd, Agashi, Virar West, Virar, Maharashtra (SE)"
5755120532307,--,RTSVVMC,19.4084783,72.82323,ON,RTSVVMC,CamperVan,21-10-2024 07:18:59,21-10-2024 07:18:59,IDLE,FMB920,0,352016708224043,5499012,2.33 km from U. S. School,--,ON,--,71,--,27.78,--,ON,"Sai Baba Mandir, Achole Rd, Shiv Chaya Chawl, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48G1510 Z5,--,SWM,19.4570916,72.8255983,ON,D,Crane,21-10-2024 07:18:57,21-10-2024 07:18:58,STOP,FMB920,0,352016706464906,2819572,--,--,OFF,--,7,--,12.94,--,ON,"MANSI Snack centre, Narayan Nagar, Virar East, Virar, Maharashtra (NE)"
MH48BM9474,--,MEDICAL DEPT,19.425625,72.82351,ON,B,CamperVan,21-10-2024 07:17:02,21-10-2024 07:17:02,RUNNING,FMB920,14,352592572818474,4881231,--,--,ON,--,166,--,13.36,--,ON,"Vasai Virar City Mahanagar Maternity Center, Taki Rd, Sarvodaya Nagar, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48CB0228,--,SWM,19.4061766,72.8608333,ON,F,Truck,21-10-2024 07:16:56,21-10-2024 07:16:56,IDLE,FMB920,0,352016707281028,8533714,--,--,ON,--,246,--,14.21,--,ON,"Agarwal Estate, Golani Naka, Vasai East, Waliv, Maharashtra (NE)"
MH48J1173,--,FIRE DEPT,19.3486233,72.8109316,ON,D,Corner Fire,21-10-2024 07:16:58,21-10-2024 07:16:58,STOP,FMB920,0,352016707863734,915755,--,--,OFF,--,142,--,12.99,--,ON,"Foodstory, 1st Floor, Peoples Consumer Society, Tamtalao, MG Road, Besides Joggers park, Papdi, Orbhat, Vasai West, Vasai-Virar, Maharashtra (NW)"
MH48G1730,--,FIRE DEPT,19.3485966,72.810985,ON,I,CamperVan,21-10-2024 07:16:57,21-10-2024 07:16:57,STOP,FMB920,0,352016707693123,597289,--,--,OFF,--,77,--,12.89,--,ON,"Foodstory, 1st Floor, Peoples Consumer Society, Tamtalao, MG Road, Besides Joggers park, Papdi, Orbhat, Vasai West, Vasai-Virar, Maharashtra (NW)"
MH48CQ3363,--,FIRE DEPT,19.3847999,72.8373316,ON,H,CamperVan,21-10-2024 07:17:01,21-10-2024 07:17:01,RUNNING,FMB920,19,352016707284287,3749551,--,--,ON,--,139,--,13.43,--,ON,"Bank of Baroda, Gauri App, Ambika Comm Complex,Navghar Road, Vasai East, Sinnerphata, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH48CQ2261,--,FIRE DEPT,19.4054333,72.8276466,ON,D,Corner Fire,21-10-2024 07:16:46,21-10-2024 07:16:46,STOP,FMB920,0,352016709171425,1939975,--,--,OFF,--,0,--,12.15,--,ON,"VVMC Fire Brigade, Agrawal Nagri, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48CB0230 Z18,--,SWM,19.3381466,72.8036533,ON,A,Truck,21-10-2024 07:16:54,21-10-2024 07:16:54,RUNNING,FMB920,8,352016706593290,5441291,--,--,ON,--,192,--,14.6,--,ON,"Ghousiya Masjid, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48CB1389,--,SWM,19.4548616,72.8187733,ON,C,CamperVan,21-10-2024 07:16:44,21-10-2024 07:16:44,RUNNING,FMB920,6,352016706569324,3445725,--,--,ON,--,287,--,13.6,--,ON,"RJ Restaurant And Bar, Phoolpada Rd, RJ Nagar, Virar East, Virar, Maharashtra (NE)"
MH48C0282,--,SWM,19.4580216,72.8090866,ON,C,Crane,21-10-2024 07:17:00,21-10-2024 07:17:00,RUNNING,FMB920,28,352016706663440,5067509,--,--,ON,--,349,--,14.24,--,ON,"Arihant Kirana and General Stores, Shop No1/2, Arihant Complex, B Wing, Vivs Collage Road,, Vartak Ward, Virar West, Mumbai, Maharashtra (SE)"
MH48AY237 Z8,--,SWM,19.4050366,72.8283649,ON,D,Compactor,21-10-2024 07:17:02,21-10-2024 07:17:02,RUNNING,FMB920,8,352016706590577,5566023,--,--,ON,--,165,--,24.21,--,ON,"ATM - Andhra Bank, Nalasopara - Vasai Link Rd, Pragati Nagar, Vasant Nagari, Vasai East, Vasai-Virar, Maharashtra (SE)"
MH48C0079,--,SWM,19.4594966,72.8129866,ON,A,Crane,21-10-2024 07:16:58,21-10-2024 07:16:58,RUNNING,FMB920,16,352016706551280,5121458,--,--,ON,--,59,--,13.91,--,ON,"Vasai Janata Sahakari Bank Ltd. - Virar East Branch, Bhagwati Plaza, 1st Floor, Nr. Flyover Bridge,, Veer Savarkar Marg, Gawad Wadi, Virar East, Virar, Maharashtra (NE)"
MH49C0292,--,SWM,19.4698016,72.8409383,ON,C,Forklift,21-10-2024 07:17:01,21-10-2024 07:17:01,RUNNING,FMB920,25,352016706551041,1247811,--,--,ON,--,97,--,13.78,--,ON,"R.T.O. Office, Chandansar, Virar, Maharashtra (NW)"
MH48J0196,--,SWM,19.425115,72.8093233,ON,E,Compactor,21-10-2024 07:17:00,21-10-2024 07:17:00,IDLE,FMB920,0,352016706590833,3710490,1.23 km from Raj palace masjid,--,ON,--,62,--,13.83,--,ON,"Tree House Play Group, Shop Nos 21,22,23, Rajhans Complex, 2nd Road, Sriprastha, Nallasopara (W), Sriprastha, Nalasopara West, Mumbai - Thane, Maharashtra (NE)"
